,Date,Bullish,Neutral,Bearish
125,2005-05-26,0.4414,0.3243,0.2342
126,2005-06-02,0.4861,0.3194,0.1944
127,2005-06-09,0.4598,0.3448,0.1954
128,2005-06-16,0.4805,0.3312,0.1883
129,2005-06-23,0.4659,0.3523,0.1818
130,2005-06-30,0.4589,0.2466,0.2945
131,2005-07-07,0.430108,0.365591,0.204301
132,2005-07-14,0.5789,0.2807,0.1404
133,2005-07-21,0.4118,0.3137,0.2745
134,2005-07-28,0.5752,0.2484,0.1765
135,2005-08-04,0.4783,0.2609,0.2609
136,2005-08-11,0.3974,0.3141,0.2885
137,2005-08-18,0.2929,0.303,0.404
138,2005-08-25,0.3614,0.3253,0.3133
139,2005-09-01,0.3176,0.3059,0.3765
140,2005-09-08,0.4231,0.25,0.3269
141,2005-09-15,0.5143,0.2,0.2857
142,2005-09-22,0.3947,0.2807,0.3246
143,2005-09-29,0.3188,0.2899,0.3913
144,2005-10-06,0.5,0.2258,0.2742
145,2005-10-13,0.3896,0.1299,0.4805
146,2005-10-20,0.4311,0.2096,0.3593
147,2005-10-27,0.3205,0.2179,0.4615
148,2005-11-03,0.4295,0.2949,0.2756
149,2005-11-10,0.5862,0.1839,0.2299
150,2005-11-17,0.5363,0.2458,0.2179
151,2005-11-24,0.5733,0.2667,0.16
152,2005-12-01,0.5247,0.2407,0.2346
153,2005-12-08,0.4947,0.3158,0.1895
154,2005-12-15,0.4615,0.3173,0.2212
155,2005-12-22,0.4103,0.3077,0.2821
156,2005-12-29,0.373,0.2619,0.3651
157,2006-01-05,0.2935,0.3043,0.4022
158,2006-01-12,0.5896,0.2197,0.1908
159,2006-01-19,0.5,0.2417,0.2583
160,2006-01-26,0.3077,0.359,0.3333
161,2006-02-02,0.447,0.2197,0.3333
162,2006-02-09,0.4019,0.2523,0.3458
163,2006-02-16,0.4018,0.2411,0.3571
164,2006-02-23,0.4321,0.284,0.284
165,2006-03-02,0.4094,0.2992,0.2913
166,2006-03-09,0.4121,0.2802,0.3077
167,2006-03-16,0.4655,0.2069,0.3276
168,2006-03-23,0.4375,0.2875,0.275
169,2006-03-30,0.3721,0.3023,0.3256
170,2006-04-06,0.4767,0.2907,0.2326
171,2006-04-13,0.4536,0.268,0.2784
172,2006-04-20,0.3373,0.2544,0.4083
173,2006-04-27,0.4211,0.2193,0.3596
174,2006-05-04,0.4589,0.2055,0.3356
175,2006-05-11,0.549,0.1765,0.2745
176,2006-05-18,0.3939,0.1697,0.4364
177,2006-05-25,0.3304,0.2143,0.4554
178,2006-06-01,0.3077,0.1923,0.5
179,2006-06-08,0.2623,0.2869,0.4508
180,2006-06-15,0.2641,0.1861,0.5498
181,2006-06-22,0.344,0.24,0.416
182,2006-06-29,0.386,0.2164,0.3977
183,2006-07-06,0.377,0.1967,0.4262
184,2006-07-13,0.365,0.2409,0.3942
185,2006-07-20,0.2385,0.1835,0.578
186,2006-07-27,0.3488,0.2209,0.4302
187,2006-08-03,0.3146,0.2135,0.4719
188,2006-08-10,0.3659,0.2195,0.4146
189,2006-08-17,0.3053,0.3368,0.3579
190,2006-08-24,0.3935,0.2323,0.3742
191,2006-08-31,0.4157,0.3258,0.2584
192,2006-09-07,0.4299,0.271,0.2991
193,2006-09-14,0.4795,0.137,0.3836
194,2006-09-21,0.4775,0.1802,0.3423
195,2006-09-28,0.5132,0.1579,0.3289
196,2006-10-05,0.3778,0.1556,0.4667
197,2006-10-12,0.4898,0.1327,0.3776
198,2006-10-19,0.542,0.1603,0.2977
199,2006-10-26,0.5217,0.1739,0.3043
200,2006-11-02,0.4375,0.1938,0.3688
201,2006-11-09,0.506,0.2289,0.2651
202,2006-11-16,0.4656,0.229,0.3053
203,2006-11-23,0.4194,0.1613,0.4194
204,2006-11-30,0.4022,0.1229,0.4749
205,2006-12-07,0.3894,0.1947,0.4159
206,2006-12-14,0.4133,0.2067,0.38
207,2006-12-21,0.3908,0.1839,0.4253
208,2006-12-28,0.46,0.18,0.36
209,2007-01-04,0.4914,0.2155,0.2931
210,2007-01-11,0.4444,0.213,0.3426
211,2007-01-18,0.5778,0.1515,0.2727
212,2007-01-25,0.3951,0.2716,0.3333
213,2007-02-01,0.4632,0.2316,0.3053
214,2007-02-08,0.4615,0.2385,0.3
215,2007-02-15,0.4757,0.2136,0.3107
216,2007-02-22,0.5385,0.2385,0.2231
217,2007-03-01,0.3663,0.2376,0.396
218,2007-03-08,0.358,0.1932,0.4489
219,2007-03-15,0.3299,0.2165,0.4536
220,2007-03-22,0.4388,0.2302,0.3309
221,2007-03-29,0.4268,0.3171,0.2561
222,2007-04-05,0.3226,0.2796,0.3978
223,2007-04-12,0.4085,0.2113,0.3803
224,2007-04-19,0.4694,0.2347,0.2959
225,2007-04-26,0.3924,0.2278,0.3797
226,2007-05-03,0.2857,0.1714,0.5429
227,2007-05-10,0.4286,0.1429,0.4286
228,2007-05-17,0.3839,0.25,0.3661
229,2007-05-24,0.3735,0.241,0.3855
230,2007-05-31,0.3333,0.2188,0.4479
231,2007-06-07,0.4059,0.1683,0.4257
232,2007-06-14,0.373,0.1905,0.4365
233,2007-06-21,0.4316,0.2316,0.3368
234,2007-06-28,0.3902,0.252,0.3577
235,2007-07-05,0.4384,0.2329,0.3288
236,2007-07-12,0.4364,0.2636,0.3
237,2007-07-19,0.4177,0.2152,0.3671
238,2007-07-26,0.4421,0.1895,0.3684
239,2007-08-02,0.4588,0.1412,0.4
240,2007-08-09,0.4576,0.1525,0.3898
241,2007-08-16,0.4222,0.1222,0.4556
242,2007-08-23,0.4128,0.156,0.4312
243,2007-08-30,0.403,0.1343,0.4627
244,2007-09-06,0.3838,0.1919,0.4242
245,2007-09-13,0.4,0.2471,0.3529
246,2007-09-20,0.3924,0.2911,0.3165
247,2007-09-27,0.4937,0.1646,0.3418
248,2007-10-04,0.5181,0.2289,0.253
249,2007-10-11,0.5464,0.1959,0.2577
250,2007-10-18,0.4196,0.2232,0.3571
251,2007-10-25,0.3125,0.2054,0.4821
252,2007-11-01,0.4471,0.1882,0.3647
253,2007-11-08,0.3619,0.1238,0.5143
254,2007-11-15,0.3301,0.1748,0.4951
255,2007-11-22,0.2558,0.2171,0.5271
256,2007-11-29,0.2857,0.1531,0.5612
257,2007-12-06,0.4065,0.1951,0.3984
258,2007-12-13,0.4762,0.1667,0.3571
259,2007-12-20,0.3585,0.1698,0.4717
260,2007-12-27,0.3,0.2,0.5
261,2008-01-03,0.2571,0.1905,0.5524
262,2008-01-10,0.1963,0.215,0.5888
263,2008-01-17,0.243,0.213,0.5444
264,2008-01-24,0.2514,0.1585,0.5902
265,2008-01-31,0.3008,0.2105,0.4887
266,2008-02-07,0.3411,0.1869,0.472
267,2008-02-14,0.3333,0.2481,0.4186
268,2008-02-21,0.3318,0.2212,0.447
269,2008-02-28,0.3431,0.2044,0.4526
270,2008-03-06,0.2198,0.2637,0.5165
271,2008-03-13,0.2042,0.2042,0.5915
272,2008-03-20,0.2521,0.2051,0.5427
273,2008-03-27,0.416,0.248,0.336
274,2008-04-03,0.367,0.2394,0.3936
275,2008-04-10,0.4576,0.1695,0.3729
276,2008-04-17,0.3037,0.2094,0.4869
277,2008-04-24,0.4667,0.2583,0.275
278,2008-05-01,0.5329,0.2039,0.2632
279,2008-05-08,0.5281,0.2247,0.2472
280,2008-05-15,0.4516,0.2516,0.2968
281,2008-05-22,0.463,0.1944,0.3426
282,2008-05-29,0.3136,0.2288,0.4576
283,2008-06-05,0.4348,0.1848,0.3804
284,2008-06-12,0.3125,0.1518,0.5357
285,2008-06-19,0.3298,0.2128,0.4574
286,2008-06-26,0.3125,0.1648,0.5227
287,2008-07-03,0.2393,0.2393,0.5214
288,2008-07-10,0.2217,0.2266,0.5517
289,2008-07-17,0.25,0.1686,0.5814
290,2008-07-24,0.3582,0.2014,0.4403
291,2008-07-31,0.4,0.1882,0.4118
292,2008-08-07,0.3561,0.2197,0.4242
293,2008-08-14,0.4286,0.1818,0.3896
294,2008-08-21,0.381,0.246,0.373
295,2008-08-28,0.3068,0.2386,0.4545
296,2008-09-04,0.3704,0.1975,0.4321
297,2008-09-11,0.2927,0.1585,0.5488
298,2008-09-18,0.2721,0.1837,0.5442
299,2008-09-25,0.3404,0.2021,0.4574
300,2008-10-02,0.3333,0.1167,0.55
301,2008-10-09,0.3147,0.0769,0.6084
302,2008-10-16,0.4094,0.193,0.3977
303,2008-10-23,0.3874,0.2252,0.3874
304,2008-10-30,0.3714,0.2229,0.4057
305,2008-11-06,0.4483,0.2184,0.3333
306,2008-11-13,0.3833,0.1917,0.425
307,2008-11-20,0.2437,0.1849,0.5714
308,2008-11-27,0.3125,0.2386,0.4489
309,2008-12-04,0.2667,0.2556,0.4778
310,2008-12-11,0.375,0.2266,0.3984
311,2008-12-18,0.3973,0.2466,0.3562
312,2008-12-25,0.2895,0.2719,0.4386
313,2009-01-01,0.24,0.2133,0.5467
314,2009-01-08,0.487,0.1623,0.3506
315,2009-01-15,0.2763,0.25,0.4737
316,2009-01-22,0.2721,0.2647,0.4632
317,2009-01-29,0.2527,0.2747,0.4725
318,2009-02-05,0.2463,0.3134,0.4403
319,2009-02-12,0.3291,0.2785,0.3924
320,2009-02-19,0.2164,0.2164,0.5672
321,2009-02-26,0.243,0.2056,0.5514
322,2009-03-05,0.1892,0.1081,0.7027
323,2009-03-12,0.2764,0.1789,0.5447
324,2009-03-19,0.4506,0.1667,0.3827
325,2009-03-26,0.3913,0.1848,0.4239
326,2009-04-02,0.4266,0.2028,0.3706
327,2009-04-09,0.3571,0.2,0.4429
328,2009-04-16,0.4414,0.2,0.3586
329,2009-04-23,0.3182,0.2955,0.3864
330,2009-04-30,0.3609,0.203,0.4361
331,2009-05-07,0.4409,0.2258,0.3333
332,2009-05-14,0.4381,0.2095,0.3524
333,2009-05-21,0.3372,0.2093,0.4535
334,2009-05-28,0.4037,0.1101,0.4862
335,2009-06-04,0.4756,0.1585,0.3659
336,2009-06-11,0.3925,0.215,0.3925
337,2009-06-18,0.3333,0.2024,0.4643
338,2009-06-25,0.28,0.232,0.488
339,2009-07-02,0.3784,0.1757,0.4459
340,2009-07-09,0.2791,0.1744,0.5465
341,2009-07-16,0.2868,0.2426,0.4706
342,2009-07-23,0.376,0.2,0.424
343,2009-07-30,0.4767,0.2093,0.314
344,2009-08-06,0.5,0.1484,0.3516
345,2009-08-13,0.51,0.16,0.33
346,2009-08-20,0.3407,0.2593,0.4
347,2009-08-27,0.3398,0.1748,0.4854
348,2009-09-03,0.3797,0.2405,0.3797
349,2009-09-10,0.3733,0.1867,0.44
350,2009-09-17,0.4214,0.1786,0.4
351,2009-09-24,0.3909,0.1636,0.4455
352,2009-10-01,0.4355,0.2097,0.3548
353,2009-10-08,0.3509,0.2368,0.4123
354,2009-10-15,0.473,0.1892,0.3378
355,2009-10-22,0.4048,0.2381,0.3571
356,2009-10-29,0.3365,0.2404,0.4231
357,2009-11-05,0.2222,0.2222,0.5556
358,2009-11-12,0.386,0.228,0.386
359,2009-11-19,0.4273,0.2545,0.3182
360,2009-11-26,0.4166,0.1666,0.4166
361,2009-12-03,0.4158,0.2475,0.3366
362,2009-12-10,0.4268,0.2195,0.3537
363,2009-12-17,0.4211,0.2947,0.2842
364,2009-12-24,0.3768,0.2464,0.3768
365,2009-12-31,0.4918,0.2787,0.2295
366,2010-01-07,0.41,0.33,0.26
367,2010-01-14,0.4744,0.2564,0.2692
368,2010-01-21,0.4,0.2526,0.3474
369,2010-01-28,0.35,0.2833,0.3667
370,2010-02-04,0.2923,0.2769,0.4308
371,2010-02-11,0.3675,0.2137,0.4188
372,2010-02-18,0.3585,0.2893,0.3522
373,2010-02-25,0.3489,0.3557,0.2953
374,2010-03-04,0.3586,0.3793,0.2621
375,2010-03-11,0.4529,0.2941,0.2529
376,2010-03-18,0.3537,0.3476,0.2988
377,2010-03-25,0.3239,0.3295,0.3466
378,2010-04-01,0.413,0.2754,0.3116
379,2010-04-08,0.4286,0.2679,0.3036
380,2010-04-15,0.4848,0.2182,0.297
381,2010-04-22,0.3812,0.2762,0.3425
382,2010-04-29,0.4136,0.3,0.2864
383,2010-05-06,0.3913,0.323,0.2857
384,2010-05-13,0.366,0.268,0.366
385,2010-05-20,0.413,0.25,0.337
386,2010-05-27,0.2983,0.193,0.5088
387,2010-06-03,0.3709,0.2207,0.4085
388,2010-06-10,0.3448,0.2241,0.431
389,2010-06-17,0.4245,0.2689,0.3066
390,2010-06-24,0.3446,0.3311,0.3243
391,2010-07-01,0.2468,0.3333,0.4199
392,2010-07-08,0.2094,0.2199,0.5707
393,2010-07-15,0.3937,0.2284,0.378
394,2010-07-22,0.3216,0.2281,0.4503
395,2010-07-29,0.4,0.2667,0.3333
396,2010-08-05,0.3039,0.3137,0.3824
397,2010-08-12,0.3976,0.3012,0.3012
398,2010-08-19,0.3011,0.2742,0.4247
399,2010-08-26,0.2074,0.2979,0.4947
400,2010-09-02,0.308,0.27,0.4221
401,2010-09-09,0.4387,0.2451,0.3161
402,2010-09-16,0.5089,0.2485,0.2426
403,2010-09-23,0.4497,0.2963,0.254
404,2010-09-30,0.4253,0.2586,0.3161
405,2010-10-07,0.4903,0.2323,0.2774
406,2010-10-14,0.471,0.2609,0.2681
407,2010-10-21,0.4962,0.2519,0.2519
408,2010-10-28,0.5123,0.2716,0.216
409,2010-11-04,0.4823,0.2199,0.2979
410,2010-11-11,0.5756,0.1395,0.2849
411,2010-11-18,0.4,0.275,0.325
412,2010-11-25,0.474,0.2792,0.2468
413,2010-12-02,0.4966,0.2414,0.2621
414,2010-12-09,0.5305,0.2439,0.2256
415,2010-12-16,0.5023,0.2262,0.2715
416,2010-12-23,0.6328,0.2031,0.164
417,2010-12-30,0.5161,0.2834,0.2005
418,2011-01-06,0.5588,0.2586,0.1825
419,2011-01-13,0.5234,0.2422,0.2344
420,2011-01-20,0.5075,0.2015,0.291
421,2011-01-27,0.4204,0.2367,0.3429
422,2011-02-03,0.5154,0.2159,0.2687
423,2011-02-10,0.494,0.2369,0.2691
424,2011-02-17,0.4658,0.2785,0.2557
425,2011-02-24,0.3663,0.2723,0.3614
426,2011-03-03,0.3679,0.3005,0.3316
427,2011-03-10,0.3597,0.3171,0.3232
428,2011-03-17,0.2849,0.3139,0.4012
429,2011-03-24,0.3774,0.2727,0.3497
430,2011-03-31,0.4181,0.2712,0.3107
431,2011-04-07,0.4359,0.2756,0.2885
432,2011-04-14,0.4225,0.2676,0.3099
433,2011-04-21,0.3216,0.3684,0.3099
434,2011-04-28,0.379,0.3145,0.3065
435,2011-05-05,0.3546,0.3267,0.3187
436,2011-05-12,0.3077,0.3373,0.355
437,2011-05-19,0.2669,0.3202,0.4129
438,2011-05-26,0.2561,0.3297,0.4142
439,2011-06-02,0.3018,0.3639,0.3343
440,2011-06-09,0.2442,0.2791,0.4767
441,2011-06-16,0.29,0.2825,0.4275
442,2011-06-23,0.3746,0.268,0.3574
443,2011-06-30,0.3831,0.3149,0.3019
444,2011-07-07,0.4177,0.3354,0.2468
445,2011-07-14,0.3931,0.3145,0.2925
446,2011-07-21,0.3986,0.2954,0.3061
447,2011-07-28,0.3784,0.3074,0.3142
448,2011-08-04,0.2716,0.2299,0.4985
449,2011-08-11,0.3343,0.2179,0.4478
450,2011-08-18,0.3556,0.2462,0.3982
451,2011-08-25,0.3644,0.226,0.4096
452,2011-09-01,0.3862,0.2904,0.3234
453,2011-09-08,0.3022,0.295,0.4029
454,2011-09-15,0.305,0.2815,0.4135
455,2011-09-22,0.2533,0.2667,0.48
456,2011-09-29,0.3251,0.2068,0.4679
457,2011-10-06,0.3523,0.1904,0.4571
458,2011-10-13,0.3977,0.2386,0.3636
459,2011-10-20,0.3598,0.2941,0.346
460,2011-10-27,0.43,0.32,0.25
461,2011-11-03,0.4018,0.302,0.2962
462,2011-11-10,0.4473,0.307,0.2456
463,2011-11-17,0.4193,0.2701,0.3104
464,2011-11-24,0.3271,0.2901,0.3827
465,2011-12-01,0.3304,0.2753,0.3942
466,2011-12-08,0.3857,0.2666,0.3476
467,2011-12-15,0.4018,0.2616,0.3364
468,2011-12-22,0.33725,0.38039,0.28235
469,2011-12-29,0.406,0.2857,0.30827
470,2012-01-05,0.4888,0.3395,0.1716
471,2012-01-12,0.4914,0.3368,0.1718
472,2012-01-19,0.4723,0.2915,0.2361
473,2012-01-26,0.483974,0.32692,0.1891
474,2012-02-02,0.43806,0.31117,0.25075
475,2012-02-09,0.51643,0.28169,0.20187
476,2012-02-16,0.42713,0.30653,0.26633
477,2012-02-23,0.43689,0.28802,0.27508
478,2012-03-01,0.44512,0.28658,0.26829
479,2012-03-08,0.42379,0.28624,0.28996
480,2012-03-15,0.456067,0.271967,0.271967
481,2012-03-22,0.423841,0.298013,0.278146
482,2012-03-29,0.4247,0.3205,0.2548
483,2012-04-05,0.381743,0.340249,0.278008
484,2012-04-12,0.281385,0.30303,0.415584
485,2012-04-19,0.311787,0.34981,0.338403
486,2012-04-26,0.276423,0.349593,0.373984
487,2012-05-03,0.354015,0.361314,0.284672
488,2012-05-10,0.253968,0.325397,0.420635
489,2012-05-17,0.235821,0.304478,0.459701
490,2012-05-24,0.304688,0.308594,0.386719
491,2012-05-31,0.280156,0.299611,0.420233
492,2012-06-07,0.27451,0.267974,0.457516
493,2012-06-14,0.340351,0.301754,0.357895
494,2012-06-21,0.328904,0.312292,0.358804
495,2012-06-28,0.286689,0.269625,0.443686
496,2012-07-05,0.3264,0.3403,0.3333
497,2012-07-12,0.302251,0.350482,0.347267
498,2012-07-19,0.2219,0.360231,0.417867
499,2012-07-26,0.28115,0.28754,0.43131
500,2012-08-02,0.304478,0.346269,0.349254
501,2012-08-09,0.364706,0.361765,0.273529
502,2012-08-16,0.368421,0.350877,0.280702
503,2012-08-23,0.41958,0.321678,0.258741
504,2012-08-30,0.347222,0.326389,0.326389
505,2012-09-06,0.330579,0.338843,0.330579
506,2012-09-13,0.364583,0.305556,0.329861
507,2012-09-20,0.375,0.287162,0.337838
508,2012-09-27,0.361011,0.274368,0.364621
509,2012-10-04,0.338608,0.329114,0.332278
510,2012-10-11,0.305755,0.305755,0.388489
511,2012-10-18,0.286604,0.267913,0.445483
512,2012-10-25,0.292453,0.27673,0.430818
513,2012-11-01,0.357377,0.232787,0.409836
514,2012-11-08,0.384977,0.215962,0.399061
515,2012-11-15,0.288235,0.223529,0.488235
516,2012-11-22,0.358156,0.234043,0.407801
517,2012-11-28,0.409266,0.247104,0.343629
518,2012-12-06,0.422222,0.231746,0.346032
519,2012-12-13,0.432331,0.266917,0.300752
520,2012-12-20,0.464,0.288,0.248
521,2012-12-27,0.44403,0.253731,0.302239
522,2013-01-03,0.387097,0.250896,0.362007
523,2013-01-10,0.464497,0.266272,0.269231
524,2013-01-17,0.439437,0.287324,0.273239
525,2013-01-24,0.523392,0.233918,0.24269
526,2013-01-31,0.480447,0.276536,0.243017
527,2013-02-07,0.427673,0.27673,0.295597
528,2013-02-14,0.422535,0.290141,0.287324
529,2013-02-21,0.417857,0.257143,0.325
530,2013-02-28,0.283912,0.350158,0.365931
531,2013-03-07,0.310559,0.304348,0.385093
532,2013-03-14,0.4542,0.2255,0.3203
533,2013-03-21,0.389439,0.277228,0.333333
534,2013-03-28,0.383954,0.329513,0.286533
535,2013-04-04,0.35493,0.36338,0.28169
536,2013-04-11,0.193103,0.262069,0.544828
537,2013-04-18,0.268493,0.249315,0.482192
538,2013-04-25,0.282895,0.328947,0.388158
539,2013-05-02,0.309859,0.330986,0.359155
540,2013-05-09,0.407942,0.31769,0.274368
541,2013-05-16,0.384858,0.321767,0.293375
542,2013-05-23,0.489726,0.294521,0.215753
543,2013-05-30,0.359684,0.343874,0.296443
544,2013-06-06,0.294737,0.315789,0.389474
545,2013-06-13,0.32973,0.324324,0.345946
546,2013-06-20,0.374532,0.325843,0.299625
547,2013-06-27,0.302752,0.345566,0.351682
548,2013-07-04,0.419929,0.341637,0.238434
549,2013-07-11,0.489362,0.32766,0.182979
550,2013-07-18,0.477352,0.310105,0.212544
551,2013-07-25,0.451178,0.323232,0.225589
552,2013-08-01,0.356164,0.393836,0.25
553,2013-08-08,0.394984,0.338558,0.266458
554,2013-08-15,0.34507,0.373239,0.28169
555,2013-08-22,0.289575,0.281853,0.428571
556,2013-08-29,0.335404,0.357143,0.307453
557,2013-09-05,0.3553,0.3322,0.3125
558,2013-09-12,0.45515,0.299003,0.245847
559,2013-09-19,0.451128,0.25188,0.296992
560,2013-09-26,0.360544,0.333333,0.306122
561,2013-10-03,0.378378,0.320946,0.300676
562,2013-10-10,0.413284,0.250923,0.335793
563,2013-10-17,0.462783,0.288026,0.249191
564,2013-10-24,0.492013,0.332268,0.175719
565,2013-10-31,0.449664,0.33557,0.214765
566,2013-11-07,0.454829,0.327103,0.218069
567,2013-11-14,0.391975,0.333333,0.274691
568,2013-11-21,0.343931,0.361272,0.294798
569,2013-11-28,0.473016,0.244444,0.28254
570,2013-12-05,0.426415,0.298113,0.275472
571,2013-12-12,0.412651,0.337349,0.25
572,2013-12-19,0.474576,0.274576,0.250847
573,2013-12-26,0.550562,0.264045,0.185393
574,2014-01-02,0.430894,0.276423,0.292683
575,2014-01-09,0.43617,0.31383,0.25
576,2014-01-16,0.38992,0.395225,0.214854
577,2014-01-23,0.381201,0.381201,0.237598
578,2014-01-30,0.321839,0.350575,0.327586
579,2014-02-06,0.27896,0.356974,0.364066
580,2014-02-13,0.401478,0.325123,0.273399
581,2014-02-20,0.422,0.35,0.228
582,2014-02-27,0.396907,0.391753,0.21134
583,2014-03-06,0.405099,0.328612,0.266289
584,2014-03-13,0.413408,0.318436,0.268156
585,2014-03-20,0.367816,0.37069,0.261494
586,2014-03-27,0.311615,0.402266,0.286119
587,2014-04-03,0.353571,0.378571,0.267857
588,2014-04-10,0.284768,0.374172,0.34106
589,2014-04-17,0.272171,0.385321,0.342508
